rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
3738,WASP-56,b,WASP-56 b,Transit,1,4.61710000,,0.000000,88.500,0.45000,Mass,0.940,,0,0,0,0,12h13m27.91s,183.366285,+23d03m20.5s,23.055698,255.00,11.484,V (Johnson),12.003,5600.00,0.71,0.96,2018-04-26,1,1,0,0,0,0,,,,69.000,,,0.45000,,143.02350,,143.02350,10.536,0.097,1.000000,,,,,,10.880000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=FAEDI_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...551A..73F target=ref> Faedi et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,44,9,http://exoplanet.eu/catalog/wasp-56_b/,http://exoplanets.org/detail/WASP-56_b,2013-03,,,12.22441900,236.205776,80.491198,173.404246,22.383309,,3.09,323.99,-36.700,2.800,36.800,-36.700,2.800,36.800,4.68,4.60,G6,4.50,,1.1400,0.120,[Fe/H],,1.5000,,,,1SWASP J121327.90+230320.2,1,0,0,1,0,3,0,,11.484,12.740,10.700,11.388,10.874,10.603,10.532,10.481,10.535,10.529,8.604,,,,,,,,,,,,12,,,,,0.271,0.071,0.342,,,,3
3739,WASP-57,b,WASP-57 b,Transit,1,2.83891856,0.037690,,86.050,0.64400,Mass,1.050,0.69300,0,0,0,0,14h55m16.82s,223.820104,-02d03m27.6s,-2.057665,455.00,13.040,V (Johnson),12.729,5600.00,0.89,0.93,2015-10-15,1,1,0,0,0,0,8.28000e-02,,,,1338,,0.64400,,204.68252,,204.68252,11.769,0.108,,,2456058.549100,BJD-TDB,,,8.748900,0.11820,<a refstr=SOUTHWORTH_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.454.3094S target=ref>Southworth et al. 2015</a>,2012,<a refstr=FAEDI_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...551A..73F target=ref> Faedi et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,40,8,http://exoplanet.eu/catalog/wasp-57_b/,http://exoplanets.org/detail/WASP-57_b,2013-03,,,14.92134027,353.504035,48.272569,221.995424,14.022292,,2.48,402.80,-27.100,-4.700,27.500,-27.100,-4.700,27.500,-23.21,4.60,G6,4.45,,1.5680,-0.250,[Fe/H],,3.7000,,,,,2,0,0,2,0,3,0,,13.040,13.600,12.700,12.243,11.625,11.292,11.244,11.193,11.236,11.075,9.271,,,,,,,,,,,,12,,,,,0.333,0.048,0.381,,,,3
3740,WASP-58,b,WASP-58 b,Transit,1,5.01718000,,0.000000,87.400,0.97000,Mass,1.430,,0,0,0,0,18h18m48.26s,274.701064,+45d10m19.3s,45.172016,300.00,11.660,V (Johnson),11.635,5800.00,1.06,1.22,2018-04-26,1,1,0,0,0,0,,,,110.100,,,0.97000,,308.29510,,308.29510,16.029,0.147,1.400000,,,,,,10.350000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=HEBRARD_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,37,8,http://exoplanet.eu/catalog/wasp-58_b/,http://exoplanets.org/detail/WASP-58_b,2013-01,,,18.31340427,72.932954,24.357913,279.055658,68.463580,,3.41,292.85,32.600,47.100,57.300,32.600,47.100,57.300,-28.66,4.20,G2 V,4.27,,0.8300,-0.450,[Fe/H],,2.8000,,,,1SWASP J181848.25+451019.1,1,0,0,1,0,3,0,,11.660,12.330,,,10.626,10.364,10.285,10.251,10.279,10.239,9.335,,,,,,,,,,,,10,,,,,0.262,0.079,0.341,,,,3
3741,WASP-59,b,WASP-59 b,Transit,1,7.91958500,0.069700,0.100000,89.270,0.86300,Mass,0.775,2.40000,0,0,0,0,23h18m29.55s,349.623126,+24d53m21.4s,24.889290,125.00,13.000,V (Johnson),12.314,4650.00,0.72,0.61,2014-05-14,1,1,0,0,0,0,5.58000e-01,,74.0000,,670,,0.86300,,274.27600,,274.27600,8.687,0.080,1.690000,0.1020000,2455830.955590,HJD,0.2900,,24.390000,,<a refstr=HEBRARD_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>,2012,<a refstr=HEBRARD_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,24,7,http://exoplanet.eu/catalog/wasp-59_b/,http://exoplanets.org/detail/WASP-59_b,2013-01,,,23.30820840,97.559818,-33.362429,1.123633,26.816284,,8.60,116.32,-33.700,-2.500,33.800,-33.700,-2.500,33.800,-56.80,5.50,K5 V,4.72,,4.3800,-0.150,[Fe/H],0.500,2.3000,,,,1SWASP J231829.54+245321.4,1,0,0,1,0,3,0,,13.000,13.920,,,10.440,9.878,9.723,9.671,9.749,9.614,8.834,,,,,,,,,,,,10,,,,,0.562,0.155,0.717,,,,3
3742,WASP-6,b,WASP-6 b,Transit,1,3.36101000,,0.050000,88.470,0.37000,Mass,1.030,,0,0,0,0,23h12m37.74s,348.157246,-22d40m26.2s,-22.673937,198.23,11.900,V (Johnson),11.976,5450.00,0.55,0.73,2018-09-06,1,1,0,0,0,0,,,,74.300,,,0.37000,,117.59710,,117.59710,11.545,0.106,2.100000,,,,,,10.620000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2009,<a refstr=TREGLOAN_REED_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450.1760T target=ref>Tregloan-Reed et al. 2015</a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,63,17,http://exoplanet.eu/catalog/wasp-6_b/,http://exoplanets.org/detail/WASP-6_b,2009-07,,,23.21048307,38.731023,-67.195485,340.090525,-16.161851,5.04,5.04,198.23,-23.300,-36.900,43.600,-23.300,-36.900,43.600,12.53,,,4.60,,2.0100,-0.200,[Fe/H],,1.6000,,,,1SWASP J231237.75-224026.1,8,5,0,2,1,3,0,,11.900,,,,10.769,10.445,10.325,10.275,10.338,10.243,8.294,,,,,,,,,,,,10,,,,,0.324,0.120,0.444,,,,3
3743,WASP-60,b,WASP-60 b,Transit,1,4.30500000,,0.000000,87.900,0.55000,Mass,0.880,,0,0,0,0,23h46m39.98s,356.666564,+31d09m21.4s,31.155935,400.00,12.180,V (Johnson),12.020,5900.00,1.19,1.17,2018-04-26,1,1,0,0,0,0,,,,60.800,,,0.55000,,174.80650,,174.80650,9.864,0.090,0.600000,,,,,,10.040000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=HEBRARD_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,37,8,http://exoplanet.eu/catalog/wasp-60_b/,http://exoplanets.org/detail/WASP-60_b,2013-01,,,23.77777093,106.984985,-29.702123,10.617063,29.634811,,2.29,436.37,30.300,-5.900,30.800,30.300,-5.900,30.800,-26.63,4.10,G1 V,4.20,,1.0300,-0.040,[Fe/H],,3.4000,,,,1SWASP J234639.98+310921.4,0,0,0,0,0,3,0,,12.180,12.860,,,10.964,10.656,10.585,10.554,10.590,10.627,8.645,,,,,,,,,,,,10,,,,,0.308,0.071,0.379,,,,3
3744,WASP-61,b,WASP-61 b,Transit,1,3.85590000,,0.000000,89.350,2.68000,Mass,1.410,,0,0,0,0,05h01m11.92s,75.299663,-26d03m14.9s,-26.054144,480.00,12.500,V (Johnson),12.070,6250.00,1.82,1.55,2018-04-26,1,1,0,0,0,0,,,,233.000,,,2.68000,,851.78440,,851.78440,15.805,0.145,0.880000,,,,,,8.150000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=HELLIER_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,30,9,http://exoplanet.eu/catalog/wasp-61_b/,http://exoplanets.org/detail/WASP-61_b,2012-10,,,5.01997753,227.121029,-34.764597,69.887548,-48.472188,,2.02,495.63,0.500,3.200,3.200,0.500,3.200,3.200,18.97,,,4.26,,0.6900,-0.100,[Fe/H],,10.3000,,,,1SWASP J050111.91-260314.9,1,0,0,1,0,3,0,,12.500,,,,11.219,11.034,11.008,10.915,10.949,10.966,9.337,,,,,,,,,,,,9,,,,,0.185,0.026,0.211,,,,3
3745,WASP-62,b,WASP-62 b,Transit,1,4.41195000,,0.000000,88.300,0.52000,Mass,1.320,,0,0,0,0,05h48m33.59s,87.139961,-63d59m18.4s,-63.988434,160.00,10.300,V (Johnson),10.072,6230.00,1.11,1.23,2018-04-26,1,1,0,0,0,0,,,,60.000,,,0.52000,,165.27160,,165.27160,14.796,0.136,1.200000,,,,,,9.550000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=HELLIER_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,36,10,http://exoplanet.eu/catalog/wasp-62_b/,http://exoplanets.org/detail/WASP-62_b,2012-10,,,5.80933073,273.415848,-31.033438,63.752933,-87.163846,,5.66,176.53,-15.600,26.000,30.400,-15.600,26.000,30.400,14.97,,,4.45,,0.8500,0.040,[Fe/H],,8.7000,,,,,1,0,0,1,0,3,0,,10.300,,,,9.272,9.008,8.944,8.896,8.917,8.870,9.165,,,,,,,,,,,,9,,,,,0.264,0.064,0.328,,,,3
3746,WASP-63,b,WASP-63 b,Transit,1,4.37808000,,0.000000,87.800,0.37000,Mass,1.410,,0,0,0,0,06h17m20.74s,94.336431,-38d19m23.7s,-38.323257,330.00,11.200,V (Johnson),10.919,5550.00,1.28,1.86,2018-04-26,1,1,0,0,0,0,,,,39.000,,,0.37000,,117.59710,,117.59710,15.805,0.145,0.610000,,,,,,6.590000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=HELLIER_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,36,10,http://exoplanet.eu/catalog/wasp-63_b/,http://exoplanets.org/detail/WASP-63_b,2012-10,,,6.28909540,245.672089,-22.720384,97.177322,-61.654551,,3.41,293.13,-17.600,-27.300,32.500,-17.600,-27.300,32.500,-23.71,,,4.01,,0.2800,0.080,[Fe/H],,2.8000,,,,1SWASP J061720.74-381923.8,1,0,0,1,0,3,0,,11.200,,,,9.818,9.463,9.393,9.343,9.388,9.325,9.072,,,,,,,,,,,,9,,,,,0.355,0.070,0.425,,,,3
3747,WASP-64,b,WASP-64 b,Transit,1,1.57329180,0.026480,0.000000,86.570,1.27100,Mass,1.271,0.82300,0,0,0,0,06h44m27.61s,101.115041,-32d51m30.2s,-32.858402,350.00,12.290,V (Johnson),12.526,5400.00,1.00,1.06,2014-05-14,1,1,0,0,0,0,7.57000e-02,,,221.000,1689,,1.27100,,403.94500,,403.94500,14.247,0.131,1.522000,0.0999900,2455582.601690,HJD-TDB,0.3220,,5.390000,0.12340,<a refstr=GILLON_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...552A..82G target=ref> Gillon et al. 2013 </a>,2012,<a refstr=GILLON_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...552A..82G target=ref> Gillon et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,26,7,http://exoplanet.eu/catalog/wasp-64_b/,http://exoplanets.org/detail/WASP-64_b,2013-04,,,6.74100273,242.234089,-15.673641,106.680875,-55.655873,,2.67,373.90,-19.400,-1.100,19.400,-19.400,-1.100,19.400,33.19,4.70,G7,4.39,-0.022,1.1960,-0.080,[Fe/H],1.200,3.4000,,,,1SWASP J064427.63-325130.4,1,0,0,1,0,3,0,,12.290,,,,11.368,11.079,10.956,10.963,11.012,10.977,9.289,,,,,,,,,,,,9,,,,,0.289,0.123,0.412,,,,3
3748,WASP-65,b,WASP-65 b,Transit,1,2.31142430,0.033400,0.000000,88.800,1.55000,Mass,1.112,1.50000,0,0,0,0,08h53m17.83s,133.324304,+08d31m22.9s,8.523038,310.00,11.900,V (Johnson),11.751,5600.00,0.93,1.01,2014-05-14,1,1,0,0,0,0,1.08000e-01,,,249.000,1480,,1.55000,,492.62000,,492.62000,12.464,0.114,1.280000,0.1139600,2456110.687720,BJD-TDB,0.1490,,,,<a refstr=GOMEZ_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...559A..36G target=ref> Gomez et al. 2013 </a>,2013,<a refstr=GOMEZ_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...559A..36G target=ref> Gomez et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,23,7,http://exoplanet.eu/catalog/wasp-65_b/,,2013-11,,,8.88828693,219.406171,30.919284,133.340764,-8.638664,,3.63,275.86,2.800,3.300,4.300,2.800,3.300,4.300,-3.19,4.60,G6,4.40,,1.2800,-0.070,[Fe/H],8.000,3.6000,,,,,0,0,0,0,0,3,0,,11.900,12.570,,,10.669,10.440,10.346,10.307,10.351,10.275,8.361,,,,,,,,,,,,12,,,,,0.229,0.094,0.323,,,,3
3749,WASP-66,b,WASP-66 b,Transit,1,4.08605000,,0.000000,85.900,2.35000,Mass,1.400,,0,0,0,0,10h32m53.99s,158.224966,-34d59m23.4s,-34.989845,380.00,11.600,V (Johnson),11.590,6600.00,1.33,1.76,2018-04-26,1,1,0,0,0,0,,,,246.000,,,2.35000,,746.90050,,746.90050,15.693,0.144,0.670000,,,,,,6.730000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=HELLIER_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,36,10,http://exoplanet.eu/catalog/wasp-66_b/,http://exoplanets.org/detail/WASP-66_b,2012-10,,,10.54833107,273.274386,19.782238,176.184650,-40.315984,,1.97,507.18,11.500,-13.500,17.800,11.500,-13.500,17.800,-10.02,,,4.30,,0.3400,-0.310,[Fe/H],,13.4000,,,,1SWASP J103254.00-345923.3,1,0,0,1,0,3,0,,11.600,,,,10.719,10.496,10.452,10.400,10.426,10.374,8.444,,,,,,,,,,,,9,,,,,0.223,0.044,0.267,,,,3
3750,WASP-67,b,WASP-67 b,Transit,1,4.61442000,,0.000000,85.800,0.43000,Mass,1.150,,0,0,0,0,19h42m58.52s,295.743840,-19d56m58.5s,-19.949596,225.00,12.500,V (Johnson),11.914,5200.00,0.91,0.88,2018-04-26,1,1,0,0,0,0,,,,56.000,,,0.43000,,136.66690,,136.66690,12.890,0.118,1.800000,,,,,,12.830000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=HELLIER_ET_AL__2012 href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,48,12,http://exoplanet.eu/catalog/wasp-67_b/,http://exoplanets.org/detail/WASP-67_b,2012-10,,,19.71625600,20.137931,-20.006199,294.104352,1.361291,,5.25,190.49,1.800,-32.900,32.900,1.800,-32.900,32.900,-0.56,,,4.35,,1.8800,-0.070,[Fe/H],,2.1000,,,,,1,0,0,1,0,3,0,,12.500,,,,10.608,10.214,10.129,10.026,10.077,10.118,8.171,,,,,,,,,,,,9,,,,,0.394,0.085,0.479,,,,3
3751,WASP-68,b,WASP-68 b,Transit,1,5.08430000,,0.000000,88.100,1.08000,Mass,1.320,,0,0,0,0,20h20m22.99s,305.095785,-19d18m52.8s,-19.314680,227.87,10.700,V (Johnson),10.409,5910.00,1.49,1.79,2018-04-26,1,1,0,0,0,0,,,,97.900,,,1.08000,,343.25640,,343.25640,14.796,0.136,0.570000,,,,,,7.930000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2014,<a refstr=DELREZ_ET_AL__2014 href=http://adsabs.harvard.edu/abs/2014A%26A...563A.143D target=ref> Delrez et al. 2014 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,39,13,http://exoplanet.eu/catalog/wasp-68_b/,,2014-03,HD 193334,,20.33971900,24.369381,-27.947215,302.860035,0.210689,4.39,4.39,227.87,-11.200,-6.200,12.800,-11.200,-6.200,12.800,28.64,4.00,G0,4.17,,0.3600,0.220,[Fe/H],,2.3000,,,,,0,0,0,0,0,3,0,,10.700,,,,9.341,9.042,8.948,8.913,8.968,8.922,8.280,,,,,,,,,,,,9,,,,,0.299,0.094,0.393,,,,3
3752,WASP-69,b,WASP-69 b,Transit,1,3.86814000,,0.000000,86.710,0.29000,Mass,1.110,,0,0,0,0,21h00m06.19s,315.025778,-05d05m39.9s,-5.094404,50.00,9.870,V (Johnson),9.485,4700.00,0.98,0.86,2018-04-26,1,1,0,0,0,0,,,,38.100,,,0.29000,,92.17070,,92.17070,12.442,0.114,1.800000,,,,,,12.000000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2014,<a refstr=ANDERSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.445.1114A target=ref>Anderson et al. 2014</a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,37,10,http://exoplanet.eu/catalog/wasp-69_b/,,2014-12,,,21.00171853,43.858152,-30.825674,315.967533,11.453003,,19.99,50.03,33.700,-93.400,99.300,33.700,-93.400,99.300,-9.63,5.50,K5,4.50,,2.1800,0.150,[Fe/H],,2.2000,,,,,0,0,0,0,0,3,0,,9.870,10.930,,,8.032,7.543,7.459,7.315,7.441,7.409,7.394,,,,,,,,,,,,10,,1.060,,,0.489,0.084,0.573,,,,4
3753,WASP-7,b,WASP-7 b,Transit,1,4.95464160,0.061700,,87.030,0.96000,Mass,1.330,0.55000,0,0,0,0,20h44m10.23s,311.042609,-39d13m31.0s,-39.225273,140.00,9.510,V (Johnson),9.377,6400.00,1.28,1.43,2016-01-14,1,1,0,0,0,0,4.41000e-01,,,97.000,1487,,0.96000,,305.11680,,305.11680,14.908,0.137,,,2455446.634930,BJD-TDB,,,9.074000,0.09560,<a refstr=SOUTHWORTH_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011A%26A...527A...8S target=ref> Southworth et al. 2011 </a>,2008,<a refstr=HELLIER_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009ApJ...690L..89H target=ref> Hellier et al. 2008 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,96,16,http://exoplanet.eu/catalog/wasp-7_b/,http://exoplanets.org/detail/WASP-7_b,2009-01,HD 197286,,20.73617393,2.822176,-37.876944,302.855876,-20.351594,,6.13,163.05,30.500,-57.400,64.900,30.500,-57.400,64.900,-29.85,,,4.23,,0.6110,0.000,[Fe/H],2.400,17.0000,,,,1SWASP J204410.22-391330.9,2,1,0,1,0,3,0,,9.510,,,,8.648,8.414,8.396,8.357,8.376,8.355,8.209,,,,,,,,,,,,9,,,,,0.234,0.018,0.252,,,,3
3754,WASP-70 A,b,WASP-70 A b,Transit,1,3.71302030,0.048530,0.000000,87.120,0.59000,Mass,1.164,0.49900,0,0,0,0,21h01m54.47s,315.476951,-13d25m59.6s,-13.433218,245.00,10.790,V (Johnson),11.032,5763.00,1.11,1.22,2014-10-15,1,1,0,0,0,0,1.98000e-01,,,72.300,1387,,0.59000,,187.51200,,187.51200,13.047,0.120,0.970000,0.1389000,2455736.503480,BJD-UTC,0.4310,,,,<a refstr=ANDERSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.445.1114A target=ref>Anderson et al. 2014</a>,2014,<a refstr=ANDERSON_ET_AL__2014 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.445.1114A target=ref>Anderson et al. 2014</a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,23,8,http://exoplanet.eu/catalog/wasp-70_a_b/,,2014-12,HD 358155,,21.03179673,35.190266,-34.927035,313.998368,3.333457,,4.47,223.73,44.200,-30.000,53.500,44.200,-30.000,53.500,-65.39,4.40,G4,4.31,,0.8720,-0.006,[Fe/H],9.500,1.8000,,,,,0,0,0,0,0,3,0,,10.790,11.750,,,9.996,9.714,9.580,9.325,9.390,9.379,8.231,,,,,,,,,,,,10,,0.960,,,0.282,0.134,0.416,,,,4
3755,WASP-71,b,WASP-71 b,Transit,1,2.90367000,,0.000000,84.200,1.39000,Mass,1.180,,0,0,0,0,01h57m03.20s,29.263338,+00d45m31.8s,0.758834,345.00,10.560,V (Johnson),10.568,6050.00,0.76,1.82,2018-04-26,1,1,0,0,0,0,,,,236.400,,,1.39000,,441.78370,,441.78370,13.227,0.121,0.440000,,,,,,4.300000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=SMITH_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...552A.120S target=ref> Smith et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,44,9,http://exoplanet.eu/catalog/wasp-71_b/,http://exoplanets.org/detail/WASP-71_b,2013-04,,,1.95088920,155.088362,-57.956673,27.480497,-10.502311,,2.73,366.45,23.300,-7.100,24.400,23.300,-7.100,24.400,7.79,3.80,F8,3.90,,0.1800,0.150,[Fe/H],,9.4000,,,,,0,0,0,0,0,3,0,,10.560,,,,9.636,9.416,9.320,9.285,9.313,9.264,8.726,,,,,,,,,,,,9,,,,,0.220,0.096,0.316,,,,3
3756,WASP-72,b,WASP-72 b,Transit,1,2.21673000,,0.000000,86.800,2.30000,Mass,1.290,,0,0,0,0,02h44m09.60s,41.039999,-30d10m08.5s,-30.169039,340.00,10.880,V (Johnson),10.838,6250.00,2.78,2.18,2018-04-26,1,1,0,0,0,0,,,,181.300,,,2.30000,,731.00900,,731.00900,14.460,0.133,0.370000,,,,,,4.610000,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,2012,<a refstr=GILLON_ET_AL__2013 href=http://adsabs.harvard.edu/abs/2013A%26A...552A..82G target=ref> Gillon et al. 2013 </a>,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,3,0,40,8,http://exoplanet.eu/catalog/wasp-72_b/,http://exoplanets.org/detail/WASP-72_b,2013-04,,,2.73599993,226.664804,-65.146550,26.202677,-43.383716,,2.27,440.17,7.400,-7.800,10.800,7.400,-7.800,10.800,35.92,3.70,F7,4.09,,0.3800,-0.060,[Fe/H],,6.0000,,,,1SWASP J024409.60-301008.5,1,0,0,1,0,3,0,,10.880,,,,9.964,9.724,9.617,9.588,9.610,9.557,8.738,,,,,,,,,,,,9,,,,,0.240,0.107,0.347,,,,3
